875203,875203(1.0)
583681,583681(1.0)
150373,150373(1.0)
730785,730785(1.0)
642724,642724(1.0)
434964,434964(1.0)
48267,48267(1.0)
832306,832306(1.0)
279335,279335(1.0)
768501,768501(1.0)
431845,431845(1.0)
504069,504069(1.0)
354399,354399(0.60)
551791,551791(0.60)
520624,520624(1.0)
366674,366674(1.0)
933713,933713(0.60)
258229,258229(1.0)
151882,151882(1.0)
784615,784615(1.0)
447476,447476(1.0)
554289,554289(1.0)
792711,792711(1.0)
576660,576660(1.0)
521145,521145(1.0)
194752,194752(1.0)
706597,706597(1.0)
984711,984711(0.60)
803869,803869(1.0)
68277,68277(1.0)
40682,40682(1.0)
774312,774312(1.0)
883381,883381(1.0)
611762,611762(1.0)
461443,461443(1.0)
622366,622366(1.0)
356452,356452(0.73)
219288,219288(1.0)
280559,280559(1.0)
662823,662823(1.0)
723707,723707(1.0)
515998,515998(1.0)
726690,726690(1.0)
983909,983909(1.0)
484064,484064(1.0)
496595,496595(1.0)
443795,443795(1.0)
694532,694532(1.0)
507583,507583(1.0)
481666,481666(1.0)
351329,351329(1.0)
181521,181521(1.0)
333350,333350(1.0)
289361,289361(1.0)
739933,739933(1.0)
921104,921104(1.0)
504336,504336(0.60)
460253,460253(1.0)
743777,743777(1.0)
673003,673003(1.0)
911887,911887(1.0)
193420,193420(1.0)
708487,708487(1.0)
974991,974991(1.0)
968463,968463(1.0)
293981,293981(1.0)
757796,757796(1.0)
36071,36071(1.0)
634490,634490(1.0)
841284,841284(0.73)
32921,32921(1.0)
317676,317676(1.0)
309380,309380(1.0)
376118,376118(1.0)
472481,472481(1.0)
415703,415703(1.0)
274434,274434(1.0)
855125,855125(1.0)
27801,27801(1.0)
397735,397735(1.0)
60361,60361(1.0)
213905,213905(1.0)
531636,531636(1.0)
900756,900756(1.0)
721402,721402(1.0)
233191,233191(1.0)
17560,17560(1.0)
683778,683778(1.0)
911420,911420(0.60)
151762,151762(1.0)
845552,845552(1.0)
806021,806021(1.0)
444799,444799(1.0)
393699,393699(1.0)
508177,508177(1.0)
829480,829480(1.0)
703927,703927(0.73)
360534,360534(0.73)
173848,173848(1.0)
541999,541999(1.0)
680093,680093(0.73)
172564,172564(1.0)
104824,104824(1.0)
962951,962951(1.0)
21452,21452(1.0)
131410,131410(1.0)
435135,435135(1.0)
60736,60736(1.0)
923869,923869(1.0)
847808,847808(1.0)
762060,762060(1.0)
526572,526572(1.0)
215454,215454(1.0)
313966,313966(1.0)
213230,213230(1.0)
689352,689352(1.0)
691531,691531(1.0)
344671,344671(0.89)
161547,161547(1.0)
629278,629278(1.0)
814200,814200(1.0)
13827,13827(1.0)
782864,782864(1.0)
339013,339013(1.0)
451837,451837(0.60)
410463,410463(1.0)
115782,115782(1.0)
241559,241559(1.0)
892141,892141(1.0)
665258,665258(1.0)
392536,392536(0.60)
725401,725401(1.0)
660559,660559(1.0)
179331,179331(1.0)
788427,788427(0.73)
329743,329743(0.60)
176052,176052(1.0)
378733,378733(1.0)
332500,332500(1.0)
680585,680585(1.0)
376601,376601(1.0)
216816,216816(0.60)
429702,429702(1.0)
927045,927045(1.0)
613417,613417(1.0)
952820,952820(1.0)
438214,438214(1.0)
308650,308650(1.0)
689196,689196(1.0)
